fifa_code,name,position,squad_number,fc26_overall,market_value_meur,season_rating_2025_26,season_rating_2024_25,season_rating_2023_24
POR,Filippo Mane,CB,6,60,2.5,,,
POR,Seydou Fini,RW,17,60,2.5,,,
COL,Hussein Zein,RB,6,60,0.35,,,
COL,Mostafa Matar,GK,21,73,0.35,,,
COL,Khalil Khamis,CB,3,60,0.33,,,
COL,Karim Darwiche,CF,7,60,0.33,,,
COL,Jihad Ayoub,DM,15,60,0.33,,,
COL,Walid Shour,DM,16,63,0.33,,,
COL,Ali Sabeh,GK,23,60,0.33,,,
COL,Ahmad Kheir El-Dine,CM,13,60,0.3,,,
COL,Ali El-Fadl,AM,2,60,0.25,,,
COL,Hasan Farhat,CB,22,60,0.25,,,
COL,Nassar Nassar,RB,5,60,0.23,,,
COL,Ali Tneich,CM,8,60,0.23,,,
COL,Mohamad Haidar,AM,10,60,0.23,,,
COL,Hasan Srour,CM,12,60,0.23,,,
COL,Ali Al-Haj,LW,17,60,0.23,,,
COL,Kassem El Zein,CB,18,60,0.23,,,
COL,Jimmy Kazan,RW,20,60,0.2,,,
COL,Gabriel Bitar,AM,14,86,0.17,,,
COL,Austin Ayoubi,LW,19,60,0.17,,,
COL,Mehdi Khalil,GK,1,60,0.15,,,
COL,Omar Bugiel,CF,9,64,0.15,,,
COL,Leonardo Farah Shahin,CF,11,75,0.15,,,
COL,Pedro Budib,CB,4,76,0.07,,,
ENG,Jude Bellingham,AM,10,90,130.0,,,
ENG,Declan Rice,CM,4,87,120.0,,,
ENG,Bukayo Saka,RW,7,87,110.0,,,
ENG,Morgan Rogers,AM,17,75,90.0,,,
ENG,Elliot Anderson,CM,8,75,75.0,,,
ENG,Nico O'Reilly,LB,3,60,70.0,,,
ENG,Marc Guéhi,CB,6,81,70.0,,,
ENG,Kobbie Mainoo,CM,16,77,70.0,,,
ENG,Anthony Gordon,LW,18,82,65.0,,,
ENG,Eberechi Eze,AM,21,81,65.0,,,
ENG,Harry Kane,CF,9,90,60.0,,,
ENG,Reece James,RB,24,82,60.0,,,
ENG,Noni Madueke,RW,20,78,50.0,,,
ENG,Jarell Quansah,CB,26,75,45.0,,,
ENG,Ezri Konsa,CB,2,81,40.0,,,
ENG,Marcus Rashford,LW,11,81,40.0,,,
ENG,Trevoh Chalobah,CB,12,78,40.0,,,
ENG,Djed Spence,LB,25,72,30.0,,,
ENG,Dean Henderson,GK,13,79,28.0,,,
ENG,Ollie Watkins,CF,19,85,25.0,,,
ENG,James Trafford,GK,23,73,25.0,,,
ENG,Ivan Toney,CF,22,80,20.0,,,
ENG,Jordan Pickford,GK,1,83,13.0,,,
ENG,John Stones,CB,5,85,12.0,,,
ENG,Dan Burn,CB,15,78,4.0,,,
ENG,Jordan Henderson,DM,14,80,1.2,,,
CRO,Josko Gvardiol,CB,4,83,70.0,,,
CRO,Luka Vuskovic,CB,22,64,60.0,,,
CRO,Josip Stanisic,RB,2,77,40.0,,,
CRO,Petar Sučić,CM,17,70,40.0,,,
CRO,Martin Baturina,AM,16,76,30.0,,,
CRO,Igor Matanovic,CF,20,71,22.0,,,
CRO,Josip Sutalo,CB,6,77,12.0,,,
CRO,Petar Musa,CF,26,76,12.0,,,
CRO,Mateo Kovacic,CM,8,83,10.0,,,
CRO,Nikola Vlašić,AM,13,79,10.0,,,
CRO,Luka Sucic,CM,21,74,10.0,,,
CRO,Toni Fruk,AM,19,60,9.0,,,
CRO,Nikola Moro,DM,7,75,7.0,,,
CRO,Marin Pongracic,CB,3,75,6.5,,,
CRO,Marco Pašalić,RW,24,80,6.5,,,
CRO,Mario Pašalić,CM,15,80,6.0,,,
CRO,Kristijan Jakic,DM,18,75,6.0,,,
CRO,Dominik Kotarski,GK,23,76,5.0,,,
CRO,Ivor Pandur,GK,12,70,4.5,,,
CRO,Dominik Livakovic,GK,1,80,4.0,,,
CRO,Martin Erlić,CB,25,72,4.0,,,
CRO,Luka Modrić,CM,10,86,3.5,,,
CRO,Duje Caleta-Car,CB,5,75,2.8,,,
CRO,Ante Budimir,CF,11,78,2.8,,,
CRO,Andrej Kramaric,AM,9,81,2.5,,,
CRO,Ivan Perišić,LW,14,60,1.2,,,
GHA,Erling Haaland,CF,9,91,200.0,,,
GHA,Martin Ødegaard,AM,10,89,65.0,,,
GHA,Jørgen Strand Larsen,CF,11,75,40.0,,,
GHA,Antonio Nusa,LW,20,72,32.0,,,
GHA,Andreas Schjelderup,LW,21,72,30.0,,,
GHA,Oscar Bobb,RW,22,78,28.0,,,
GHA,Sander Berge,DM,8,76,25.0,,,
GHA,Julian Ryerson,RB,26,79,25.0,,,
GHA,Kristoffer Ajer,CB,3,76,18.0,,,
GHA,Alexander Sørloth,CF,7,82,18.0,,,
GHA,Fredrik Aursnes,CM,14,81,15.0,,,
GHA,Leo Østigård,CB,4,72,13.0,,,
GHA,Torbjørn Heggem,CB,17,65,13.0,,,
GHA,Kristian Thorstvedt,CM,18,73,12.0,,,
GHA,Jens Petter Hauge,LW,23,71,12.0,,,
GHA,David Møller Wolfe,LB,5,70,8.0,,,
GHA,Patrick Berg,DM,6,77,8.0,,,
GHA,Henrik Falchener,CB,25,60,6.0,,,
GHA,Sondre Langås,CB,24,64,4.0,,,
GHA,Fredrik Bjørkan,LB,15,81,3.5,,,
GHA,Marcus Pedersen,RB,16,73,3.5,,,
GHA,Sander Tangvik,GK,12,65,3.0,,,
GHA,Morten Thorsby,CM,2,72,2.8,,,
GHA,Thelo Aasgaard,AM,19,66,2.8,,,
GHA,Egil Selvik,GK,13,69,1.5,,,
GHA,Ørjan Nyland,GK,1,76,0.8,,,
